stock_code,stock_name,price,last_close,open,volume,change_amt,change_pct,high,low,amount_wan,turnover_pct,pe_ttm,amplitude_pct,mcap_yi,float_mcap_yi,pb,limit_up,limit_down,vol_ratio
000556,PT南洋,1.50,1.50,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-1.58,0.00,1.76,3.73,40.17,-1,-1,0.00
000557,西部创业,4.19,4.15,4.19,7883800.0,0.04,0.96,4.24,4.16,3309,0.54,21.92,1.93,61.09,61.11,0.96,4.57,3.74,0.90
000558,天府文旅,3.75,3.78,3.79,34237300.0,-0.03,-0.79,3.86,3.73,13032,2.66,-108.76,3.44,48.33,48.35,4.60,4.16,3.40,1.44
000559,万向钱潮,14.78,15.32,15.49,69257600.0,-0.54,-3.52,15.55,14.65,103492,2.09,49.54,5.87,489.86,490.01,6.04,16.85,13.79,0.67
000560,我爱我家,2.78,2.75,2.75,144236200.0,0.03,1.09,2.90,2.75,40870,6.17,-67.20,5.45,65.01,65.48,0.71,3.03,2.48,2.21
000561,烽火电子,8.10,8.46,8.43,12802200.0,-0.36,-4.26,8.50,8.06,10517,1.65,-23.79,5.20,62.88,69.99,2.41,9.31,7.61,1.28
000562,宏源证券,30.50,30.50,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,90.22,0.00,1073.14,1211.58,7.22,-1,-1,0.00
000563,陕国投Ａ,2.98,2.94,2.94,39525100.0,0.04,1.36,3.00,2.93,11762,0.77,11.41,2.38,152.40,152.40,0.83,3.23,2.65,1.18
000564,供销大集,1.74,1.70,1.69,545385400.0,0.04,2.35,1.78,1.67,94890,3.61,-17.41,6.47,262.65,314.21,2.17,1.87,1.53,0.87
000565,渝三峡Ａ,6.79,7.03,7.03,11155800.0,-0.24,-3.41,7.11,6.76,7715,2.57,106.32,4.98,29.44,29.44,2.29,7.73,6.33,1.06
000566,海南海药,4.11,4.10,4.11,25467300.0,0.01,0.24,4.20,4.09,10549,1.96,-12.17,2.68,53.30,53.32,1198.93,4.51,3.69,1.08
000567,海德股份,6.24,6.08,6.07,36555700.0,0.16,2.63,6.38,6.06,22909,1.88,17.23,5.26,121.59,121.97,2.02,6.69,5.47,1.71
000568,泸州老窖,91.04,89.02,88.61,20103100.0,2.02,2.27,92.38,88.56,182466,1.37,13.47,4.29,1339.43,1340.06,2.60,97.92,80.12,1.56
000569,长城股份,7.05,7.05,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-9.42,0.00,24.77,53.18,152.94,-1,-1,0.00
000570,苏常柴Ａ,5.54,5.66,5.68,13076700.0,-0.12,-2.12,5.73,5.49,7312,2.35,47.97,4.24,30.79,39.10,1.11,6.23,5.09,0.78
000571,新大洲A,5.59,5.42,5.50,24801800.0,0.17,3.14,5.79,5.45,14058,3.05,-30.67,6.27,45.50,46.91,311.09,5.96,4.88,1.11
000572,海马汽车,4.50,4.60,4.62,32921100.0,-0.10,-2.17,4.65,4.47,15014,2.00,-49.27,3.91,73.90,74.01,4.70,5.06,4.14,0.87
000573,粤宏远Ａ,4.42,4.67,4.71,29873700.0,-0.25,-5.35,4.72,4.39,13512,4.72,-1101.95,7.07,27.98,28.21,1.72,5.14,4.20,1.22
000576,甘化科工,7.49,7.74,7.73,7268100.0,-0.25,-3.23,7.77,7.46,5509,1.68,46.43,4.01,32.49,32.69,1.98,8.51,6.97,0.87
000578,盐湖集团,24.44,24.44,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,50.00,0.00,62.09,749.73,8.36,-1,-1,0.00
000581,威孚高科,19.28,19.18,19.19,11664000.0,0.10,0.52,19.59,19.17,22579,1.47,17.13,2.19,153.06,186.40,0.92,21.10,17.26,0.96
000582,北部湾港,13.57,13.36,13.38,97317900.0,0.21,1.57,14.14,12.83,132494,4.51,31.89,9.81,292.68,341.57,1.69,14.70,12.02,1.40
000583,S*ST托普,0.76,0.76,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-0.74,0.00,0.99,1.76,-0.09,-1,-1,0.00
000584,工智退,0.29,0.29,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-1.01,0.00,2.20,2.21,0.74,-1,-1,0.00
000585,东电退,0.35,0.35,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,359.80,0.00,2.13,3.06,-1.60,-1,-1,0.00
000586,汇源通信,16.91,17.38,17.34,10696700.0,-0.47,-2.70,17.67,16.86,18412,5.59,-327.93,4.66,32.33,32.71,10.27,19.12,15.64,0.69
000587,*ST金洲,0.72,0.72,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-261.08,0.00,8.73,15.29,30.41,-1,-1,0.00
000588,PT粤金曼,4.37,4.37,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-9.83,0.00,2.71,5.87,1.99,-1,-1,0.00
000589,贵州轮胎,4.70,4.69,4.70,28050400.0,0.01,0.21,4.76,4.68,13229,1.82,9.95,1.71,72.57,73.06,0.79,5.16,4.22,1.09
000590,古汉医药,10.15,10.15,10.24,3667400.0,0.00,0.00,10.29,10.03,3732,1.53,-59.18,2.56,24.29,24.31,4.49,11.17,9.14,0.95
000591,太阳能,6.07,6.00,6.19,316450200.0,0.07,1.17,6.50,6.05,197422,8.11,33.05,7.50,236.94,237.02,0.99,6.60,5.40,1.86
000592,平潭发展,8.58,8.88,8.84,113057700.0,-0.30,-3.38,8.88,8.51,98269,5.90,-139.15,4.17,164.31,165.75,9.35,9.77,7.99,0.83
000593,德龙汇能,20.59,21.13,21.00,13251100.0,-0.54,-2.56,21.44,20.45,27755,3.70,233.30,4.69,73.81,73.84,8.35,23.24,19.02,0.55
000594,国恒退,1.29,1.29,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,226.15,0.00,19.27,19.27,0.75,-1,-1,0.00
000595,*ST宝实,8.03,8.06,8.05,16406500.0,-0.03,-0.37,8.15,7.85,13157,1.44,96.17,3.72,91.43,91.43,18.89,8.46,7.66,0.84
000596,古井贡酒,93.03,91.87,91.17,6029200.0,1.16,1.26,96.38,91.00,56879,1.48,17.40,5.86,380.12,491.76,1.88,101.06,82.68,1.56
000597,东北制药,4.66,4.59,4.59,8782600.0,0.07,1.53,4.68,4.58,4073,0.62,26.56,2.18,65.67,66.50,1.20,5.05,4.13,0.96
000598,兴蓉环境,7.01,6.88,6.86,46133900.0,0.13,1.89,7.04,6.86,32275,1.55,10.33,2.62,208.84,209.18,1.03,7.57,6.19,1.64
000599,青岛双星,5.07,5.20,5.22,13874800.0,-0.13,-2.50,5.28,5.03,7100,1.70,-32.47,4.81,41.41,115.05,1.13,5.72,4.68,0.93
000600,建投能源,12.55,12.10,12.11,168771300.0,0.45,3.72,13.07,12.10,212248,15.48,11.13,8.02,136.80,226.31,1.81,13.31,10.89,1.95
000601,韶能股份,8.46,8.02,8.02,213147300.0,0.44,5.49,8.63,7.86,177650,20.31,90.45,9.60,88.80,90.04,2.18,8.82,7.22,1.49
000602,金马集团,13.41,13.41,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,31.89,0.00,28.01,135.33,3.73,-1,-1,0.00
000603,盛达资源,30.90,31.93,32.60,17287400.0,-1.03,-3.23,33.26,30.72,54381,2.59,35.32,7.95,206.02,213.20,5.96,35.12,28.74,1.01
000605,渤海股份,6.26,6.30,6.29,4872500.0,-0.04,-0.63,6.43,6.22,3074,1.38,242.69,3.33,22.08,22.08,1.03,6.93,5.67,0.73
000606,顺利退,0.28,0.28,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,2.23,0.00,2.14,2.14,4.28,-1,-1,0.00
000607,华媒控股,3.60,3.68,3.68,13389000.0,-0.08,-2.17,3.73,3.59,4903,1.51,-10.56,3.80,31.86,36.64,3.08,4.05,3.31,0.96
000608,阳光股份,4.58,4.16,4.36,23551800.0,0.42,10.10,4.58,4.36,10646,3.16,-15.23,5.29,34.14,34.35,1.67,4.58,3.74,0.68
000609,*ST中迪,13.14,13.14,13.45,12185400.0,0.00,0.00,13.76,12.86,16171,4.19,-9.11,6.85,38.25,39.32,-12.37,13.80,12.48,1.06
000610,*ST西旅,7.34,7.40,7.38,3841800.0,-0.06,-0.81,7.57,7.27,2860,1.63,-6.09,4.05,17.29,17.38,-21.41,7.77,7.03,0.80
000611,天首退,1.39,1.39,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-16.54,0.00,4.44,4.47,1.28,-1,-1,0.00
000612,焦作万方,11.56,11.82,11.98,44009400.0,-0.26,-2.20,12.26,11.51,51761,3.69,9.70,6.35,137.82,137.82,1.88,13.00,10.64,0.83
000613,东海A退,0.58,0.58,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-110.78,0.00,1.55,2.11,2.99,-1,-1,0.00
000615,*ST美谷,3.78,3.82,3.80,18026900.0,-0.04,-1.05,3.92,3.76,6915,1.95,-10.92,4.19,34.98,67.57,4.13,4.01,3.63,0.97
000616,*ST海投,0.85,0.85,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-20.61,0.00,12.16,12.16,0.30,-1,-1,0.00
000617,中油资本,7.80,7.77,7.74,107520600.0,0.03,0.39,7.93,7.72,84433,0.85,21.47,2.70,986.08,986.08,0.93,8.55,6.99,1.14
000618,吉林化工,5.24,5.24,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,110.50,0.00,10.48,186.60,3.27,-1,-1,0.00
000619,海螺新材,5.55,5.62,5.65,9936500.0,-0.07,-1.25,6.00,5.52,5702,2.76,-28.12,8.54,19.98,24.48,0.99,6.18,5.06,1.44
000620,盈新发展,2.80,2.84,2.83,184295100.0,-0.04,-1.41,2.89,2.79,52212,3.94,-13.82,3.52,130.81,164.41,4.49,3.12,2.56,0.73
000621,*ST比特,2.66,2.66,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-1.38,0.00,1.48,3.98,-1.54,-1,-1,0.00
000622,恒立退,0.15,0.15,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-2.87,0.00,0.64,0.64,0.38,-1,-1,0.00
000623,吉林敖东,17.25,17.01,17.09,11778000.0,0.24,1.41,17.47,17.06,20382,0.99,7.52,2.41,205.44,206.29,0.66,18.71,15.31,1.12
000625,长安汽车,7.92,7.88,7.91,138994100.0,0.04,0.51,8.04,7.77,110018,1.68,25.55,3.43,654.76,785.10,1.02,8.67,7.09,1.43
000626,远大控股,7.45,7.56,7.57,6516300.0,-0.11,-1.46,7.63,7.40,4894,1.29,-42.82,3.04,37.53,37.74,1.72,8.32,6.80,0.72
000627,*ST天茂,1.58,1.58,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-10.04,0.00,71.35,77.49,0.36,-1,-1,0.00
000628,高新发展,60.89,60.58,61.79,21918100.0,0.31,0.51,63.30,60.13,135183,11.40,198.18,5.23,117.05,214.50,9.75,66.64,54.52,1.54
000629,钒钛股份,3.42,3.56,3.56,129238300.0,-0.14,-3.93,3.62,3.40,44922,1.39,415.05,6.18,317.73,317.75,2.57,3.92,3.20,0.89
000630,铜陵有色,6.90,6.75,6.86,748483900.0,0.15,2.22,7.23,6.85,524396,6.72,35.18,5.63,768.87,925.25,2.47,7.43,6.08,1.46
000631,顺发恒能,3.46,3.51,3.49,43028800.0,-0.05,-1.42,3.58,3.44,15089,1.87,171.83,3.99,79.58,79.58,1.45,3.86,3.16,1.20
000632,ST三木,4.01,3.93,3.98,15796400.0,0.08,2.04,4.08,3.94,6339,3.39,-2.02,3.56,18.67,18.67,29.76,4.13,3.73,0.89
000633,合金投资,5.57,5.78,5.80,8511500.0,-0.21,-3.63,5.85,5.54,4825,2.21,290.16,5.36,21.45,21.45,10.76,6.36,5.20,0.87
000635,英 力 特,6.96,7.13,7.14,5166200.0,-0.17,-2.38,7.21,6.94,3645,1.41,-4.57,3.79,25.53,27.43,2.49,7.84,6.42,0.85
000636,风华高科,53.03,48.64,51.82,229543400.0,4.39,9.03,53.50,49.55,1188623,19.84,199.66,8.12,613.56,613.56,4.92,53.50,43.78,1.72
000637,茂化实华,4.23,4.35,4.34,10019100.0,-0.12,-2.76,4.38,4.19,4268,2.75,-16.31,4.37,15.42,21.99,4.59,4.79,3.92,0.92
000638,*ST万方,0.89,0.89,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-5.27,0.00,2.77,2.77,3.26,0.93,0.85,0.00
000639,ST西王,1.64,1.64,1.65,53645100.0,0.00,0.00,1.70,1.60,8906,4.97,-1.41,6.10,17.70,17.70,1.07,1.72,1.56,1.14
000650,仁和药业,5.35,5.24,5.27,14415700.0,0.11,2.10,5.36,5.25,7660,1.08,20.28,2.10,71.23,74.90,1.16,5.76,4.72,1.26
000651,格力电器,39.17,37.88,38.00,69477200.0,1.29,3.41,39.38,38.00,271337,1.26,7.52,3.64,2162.97,2194.07,1.44,41.67,34.09,1.92
000652,泰达股份,3.73,3.73,3.73,19249200.0,0.00,0.00,3.83,3.70,7232,1.32,-19.21,3.49,54.39,54.43,1.02,4.10,3.36,1.28
000653,ST九州,2.51,2.51,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-1.51,0.00,5.45,7.45,-0.45,-1,-1,0.00
000655,金岭矿业,7.22,7.33,7.39,6344800.0,-0.11,-1.50,7.43,7.18,4634,1.07,16.92,3.41,42.98,42.98,1.22,8.06,6.60,0.84
000656,*ST金科,1.46,1.43,1.44,107279700.0,0.03,2.10,1.48,1.43,15620,1.42,0.50,3.50,110.57,154.72,3.92,1.50,1.36,1.44
000657,中钨高新,68.00,68.97,68.97,99087700.0,-0.97,-1.41,70.96,66.70,680478,6.82,79.50,6.18,987.99,1549.45,14.50,75.87,62.07,0.90
000658,ST海洋,4.24,4.24,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-39.18,0.00,4.23,6.66,-1.00,-1,-1,0.00
000659,珠海中富,4.00,4.05,4.06,19871900.0,-0.05,-1.23,4.08,3.96,7952,1.55,-50.82,2.96,51.43,51.43,55.92,4.46,3.65,0.70
000660,*ST南华,2.38,2.38,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-0.64,0.00,0.93,3.16,-0.23,-1,-1,0.00
000661,长春高新,73.57,73.00,72.60,8771000.0,0.57,0.78,75.72,72.16,64639,2.19,-714.73,4.88,294.00,300.12,1.35,80.30,65.70,1.50
000662,天夏退,0.25,0.25,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-0.05,0.00,2.73,2.73,0.42,-1,-1,0.00
000663,永安林业,5.95,6.14,6.14,6341800.0,-0.19,-3.09,6.24,5.91,3845,2.07,-22.61,5.37,18.22,20.03,2.20,6.75,5.53,0.91
000665,湖北广电,4.40,4.58,4.54,24401600.0,-0.18,-3.93,4.56,4.36,10795,2.15,-4.55,4.37,50.03,50.03,1.57,5.04,4.12,1.09
000666,经纬纺机,8.97,8.97,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,15.19,0.00,26.33,63.16,0.63,-1,-1,0.00
000667,ST美置,0.58,0.58,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-0.95,0.00,14.15,14.31,0.83,-1,-1,0.00
000668,*ST荣控,18.35,18.52,18.40,1481100.0,-0.17,-0.92,18.84,18.30,2746,1.01,96.01,2.92,26.95,26.95,3.61,19.45,17.59,0.74
000669,ST金鸿,4.37,4.16,4.21,5115500.0,0.21,5.05,4.37,4.21,2222,0.75,67.52,3.85,29.73,29.73,48.90,4.37,3.95,0.37
000670,盈方微,8.70,9.67,9.50,101670700.0,-0.97,-10.03,9.50,8.70,91960,12.37,-90.72,8.27,71.50,73.49,238.90,10.64,8.70,0.68
000671,ST阳光城,0.37,0.37,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-0.09,0.00,15.02,15.32,0.33,-1,-1,0.00
000672,上峰水泥,17.04,17.49,17.67,28043500.0,-0.45,-2.57,18.10,16.93,48757,2.89,28.02,6.69,165.18,165.18,1.91,19.24,15.74,0.92
000673,当代退,0.25,0.25,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-1.36,0.00,1.97,1.97,-82.17,-1,-1,0.00
000675,ST银山,7.94,7.94,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-13.65,0.00,2.63,9.08,-0.79,-1,-1,0.00
000676,智度股份,5.76,5.83,5.83,29601300.0,-0.07,-1.20,5.95,5.71,17138,2.35,50.65,4.12,72.52,72.56,1.69,6.41,5.25,0.67
000677,ST海龙,2.06,2.04,2.04,93552400.0,0.02,0.98,2.14,1.99,19544,10.83,-392.09,7.35,17.80,17.80,3.47,2.14,1.94,1.72
000678,襄阳轴承,11.44,11.85,11.79,12897300.0,-0.41,-3.46,11.99,11.40,14941,2.81,-96.49,4.98,52.58,52.58,6.75,13.04,10.67,0.71
000679,大连友谊,6.54,6.40,6.40,7662800.0,0.14,2.19,6.57,6.34,4961,2.15,-24.05,3.59,23.31,23.31,16.12,7.04,5.76,1.51
000680,山推股份,10.76,10.84,10.88,15776400.0,-0.08,-0.74,11.06,10.72,17180,1.20,12.72,3.14,141.46,161.42,2.49,11.92,9.76,0.88
000681,视觉中国,20.59,19.74,19.92,56306800.0,0.85,4.31,21.50,19.92,117159,8.33,47.44,8.00,139.22,144.25,3.76,21.71,17.77,2.40
000682,东方电子,13.99,14.81,14.85,57314500.0,-0.82,-5.54,14.88,13.80,81466,4.28,18.27,7.29,187.55,187.57,3.05,16.29,13.33,1.18
000683,博源化工,7.20,7.22,7.22,41867000.0,-0.02,-0.28,7.35,7.13,30336,1.25,26.16,3.05,240.63,267.61,2.05,7.94,6.50,1.07
000685,中山公用,11.46,11.42,11.40,24505300.0,0.04,0.35,11.70,11.33,28217,1.97,7.79,3.24,142.86,168.20,0.87,12.56,10.28,0.72
000686,东北证券,7.96,7.88,7.87,26896800.0,0.08,1.02,8.05,7.85,21419,1.15,11.23,2.54,186.30,186.30,0.92,8.67,7.09,1.06
000687,华讯退,0.29,0.29,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-0.92,0.00,2.18,2.22,-0.10,-1,-1,0.00
000688,国城矿业,42.18,41.20,40.85,28497200.0,0.98,2.38,42.80,39.85,118207,2.40,72.80,7.16,499.86,499.86,17.56,45.32,37.08,0.96
000689,ST宏业,4.88,4.88,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-12.25,0.00,2.39,5.43,-0.62,-1,-1,0.00
000690,宝新能源,6.19,5.82,5.78,383955800.0,0.37,6.36,6.40,5.76,238812,17.66,13.02,11.00,134.60,134.69,1.06,6.40,5.24,2.66
000691,*ST亚太,8.59,8.59,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-179.89,0.00,27.77,41.65,9.16,9.02,8.16,0.00
000692,惠天热电,5.27,5.20,5.18,73411100.0,0.07,1.35,5.51,5.00,38977,13.78,85.61,9.81,28.08,28.08,15.14,5.72,4.68,4.10
000693,华泽退,0.37,0.37,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-0.09,0.00,0.96,2.01,-0.13,-1,-1,0.00
000695,滨海能源,15.14,15.36,15.21,18345500.0,-0.22,-1.43,15.59,14.74,27696,8.27,-39.50,5.53,33.58,35.09,11.73,16.90,13.82,0.68
000697,炼石航空,11.77,12.59,12.59,25807300.0,-0.82,-6.51,12.59,11.62,31030,3.95,-35.50,7.70,76.87,164.32,4.88,13.85,11.33,0.87
000698,ST沈化,3.43,3.45,3.45,5211800.0,-0.02,-0.58,3.47,3.41,1795,0.66,-80.25,1.74,26.95,28.11,2.02,3.62,3.28,1.08
000699,S*ST佳纸,0.81,0.81,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-0.82,0.00,0.76,1.84,-0.23,-1,-1,0.00
000700,模塑科技,14.18,14.60,14.61,61623800.0,-0.42,-2.88,14.85,13.99,88673,6.71,26.18,5.89,130.17,130.17,3.28,16.06,13.14,0.53
000701,厦门信达,5.59,6.00,5.94,24750500.0,-0.41,-6.83,5.98,5.50,14044,3.71,208.26,8.00,37.33,37.36,-6.09,6.60,5.40,1.11
000702,正虹科技,6.06,6.24,6.29,7226100.0,-0.18,-2.88,6.29,6.04,4441,2.71,-117.67,4.01,16.16,21.01,6.33,6.86,5.62,0.82
000703,恒逸石化,12.85,13.06,12.97,29311600.0,-0.21,-1.61,13.20,12.74,37892,0.77,22.30,3.52,488.55,491.01,1.86,14.37,11.75,0.62
000705,浙江震元,7.00,7.00,7.02,6647700.0,0.00,0.00,7.11,6.98,4678,2.36,-66.83,1.86,19.74,23.39,1.20,7.70,6.30,1.15
000707,双环科技,4.83,4.90,4.90,8227100.0,-0.07,-1.43,4.94,4.80,4011,1.49,-25.61,2.86,26.60,28.24,1.02,5.39,4.41,0.85
000708,中信特钢,14.14,14.03,14.03,20327700.0,0.11,0.78,14.43,14.03,28952,0.40,11.78,2.85,713.67,713.67,1.68,15.43,12.63,1.32
000709,河钢股份,2.23,2.21,2.21,95493300.0,0.02,0.90,2.26,2.21,21373,0.92,21.10,2.26,230.48,230.52,0.44,2.43,1.99,1.28
000710,贝瑞基因,8.82,8.86,9.03,6989700.0,-0.04,-0.45,9.03,8.74,6180,2.12,-14.84,3.27,29.06,31.18,2.15,9.75,7.97,0.80
000711,ST京蓝,6.18,6.50,6.40,104467400.0,-0.32,-4.92,6.53,6.18,65443,4.39,-96.65,5.38,147.16,182.49,27.56,6.83,6.18,0.93
000712,锦龙股份,11.24,10.97,10.96,59316700.0,0.27,2.46,11.70,10.95,67503,6.62,27.70,6.84,100.68,100.71,3.77,12.07,9.87,1.17
000713,国投丰乐,5.88,5.88,5.85,4048800.0,0.00,0.00,5.93,5.83,2387,0.66,78.41,1.70,36.10,46.94,1.50,6.47,5.29,0.80
000715,中兴商业,5.18,5.09,5.08,11738900.0,0.09,1.77,5.28,5.06,6093,2.41,24.46,4.32,25.19,27.99,1.38,5.60,4.58,1.18
000716,黑芝麻,5.84,5.61,5.55,74587000.0,0.23,4.10,6.06,5.50,43349,10.10,-256.12,9.98,43.14,43.97,1.74,6.17,5.05,1.26
000717,中南股份,2.23,2.21,2.21,23283400.0,0.02,0.90,2.29,2.20,5236,0.96,-5.01,4.07,54.05,54.05,0.81,2.43,1.99,1.35
000718,苏宁环球,2.01,1.98,1.98,40960400.0,0.03,1.52,2.06,1.97,8310,1.80,-261.05,4.55,45.86,61.00,0.67,2.18,1.78,1.73
000719,中原传媒,13.16,12.91,12.90,5758800.0,0.25,1.94,13.40,12.84,7584,0.86,9.78,4.34,87.80,134.65,1.09,14.20,11.62,1.34
000720,新能泰山,5.28,5.07,5.20,226868300.0,0.21,4.14,5.45,4.92,117845,18.06,-13.34,10.45,66.34,66.34,3.53,5.58,4.56,3.99
000721,西安饮食,6.51,6.38,6.38,14459800.0,0.13,2.04,6.60,6.38,9450,2.82,-25.54,3.45,33.35,37.36,29.45,7.02,5.74,1.50
000722,湖南发展,14.78,14.12,14.23,39705300.0,0.66,4.67,15.25,13.92,58540,8.55,84.72,9.42,68.60,68.60,2.18,15.53,12.71,2.13
000723,美锦能源,4.33,4.27,4.26,116099500.0,0.06,1.41,4.45,4.24,50699,2.64,-17.32,4.92,190.30,190.67,1.54,4.70,3.84,1.52
000725,京东方Ａ,5.11,5.68,5.63,3625385900.0,-0.57,-10.04,5.64,5.11,1913581,9.98,31.81,9.33,1857.06,1892.97,1.39,6.25,5.11,0.76
000726,鲁  泰Ａ,6.04,5.91,5.90,7475500.0,0.13,2.20,6.07,5.88,4488,1.27,9.16,3.21,35.60,49.38,0.50,6.50,5.32,1.62
000727,冠捷科技,2.74,2.95,2.96,252505400.0,-0.21,-7.12,3.00,2.70,70973,5.57,-13.83,10.17,124.11,124.11,6.89,3.25,2.66,1.14
000728,国元证券,7.13,7.19,7.18,43374800.0,-0.06,-0.83,7.28,7.13,31231,0.99,13.37,2.09,311.14,311.14,0.80,7.91,6.47,0.85
000729,燕京啤酒,12.77,12.36,12.30,49807900.0,0.41,3.32,12.92,12.27,63106,1.98,20.24,5.26,320.48,359.93,2.29,13.60,11.12,1.54
000730,*ST环保,2.60,2.60,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-3.27,0.00,5.03,14.72,14.07,-1,-1,0.00
000731,四川美丰,6.06,6.05,6.03,6098200.0,0.01,0.17,6.12,6.03,3704,1.11,-23.48,1.49,33.26,33.26,0.87,6.66,5.45,0.79
000732,ST泰禾,0.43,0.43,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-0.04,0.00,10.69,10.70,0.28,-1,-1,0.00
000733,振华科技,51.49,53.38,54.05,48410100.0,-1.89,-3.54,54.91,50.70,255148,8.74,29.03,7.89,285.30,285.34,1.81,58.72,48.04,1.22
000735,罗 牛 山,5.59,5.56,5.55,16405700.0,0.03,0.54,5.68,5.53,9221,1.43,-317.32,2.70,64.34,64.37,1.56,6.12,5.00,1.02
000736,*ST中地,5.36,5.37,5.39,6859200.0,-0.01,-0.19,5.53,5.33,3731,0.92,-3.30,3.72,40.04,40.04,3.30,5.64,5.10,1.03
000737,北方铜业,13.90,13.93,14.21,59973900.0,-0.03,-0.22,14.55,13.84,85109,3.15,25.59,5.10,264.73,264.76,3.56,15.32,12.54,1.28
000738,航发控制,19.14,20.09,20.16,24713500.0,-0.95,-4.73,20.23,19.02,48040,1.88,80.11,6.02,251.73,251.73,2.00,22.10,18.08,1.27
000739,普洛药业,16.61,16.52,16.53,7484700.0,0.09,0.54,16.94,16.49,12497,0.65,21.59,2.72,192.35,192.42,3.06,18.17,14.87,0.77
000748,长城信息,20.31,20.31,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,108.70,0.00,162.90,165.49,3.92,-1,-1,0.00
000750,国海证券,3.72,3.70,3.69,44966400.0,0.02,0.54,3.76,3.69,16794,0.78,28.77,1.89,215.62,237.57,1.04,4.07,3.33,0.90
000751,锌业股份,5.18,5.32,5.33,49431800.0,-0.14,-2.63,5.48,5.15,26176,3.51,73.81,6.20,73.03,83.69,2.26,5.85,4.79,0.86
000752,*ST西发,9.07,9.03,8.88,4109300.0,0.04,0.44,9.20,8.84,3717,1.56,16.54,3.99,23.92,23.92,3.85,9.48,8.58,1.10
000753,漳州发展,5.34,5.46,5.46,17622600.0,-0.12,-2.20,5.52,5.34,9574,1.78,78.43,3.30,52.95,52.95,1.92,6.01,4.91,0.95
000755,山西高速,5.28,5.19,5.20,11076000.0,0.09,1.73,5.32,5.19,5833,0.75,16.47,2.50,77.47,77.47,1.38,5.71,4.67,1.26
000756,新华制药,13.38,13.22,13.21,4782500.0,0.16,1.21,13.48,13.16,6374,0.96,35.62,2.42,66.75,93.22,1.74,14.54,11.90,1.01
000757,浩物股份,4.01,4.16,4.16,10931700.0,-0.15,-3.61,4.19,4.00,4471,2.05,44.65,4.57,21.36,21.36,1.33,4.58,3.74,0.79
000758,中色股份,6.70,6.89,6.91,41696500.0,-0.19,-2.76,7.07,6.67,28419,2.10,27.34,5.81,132.84,133.36,2.14,7.58,6.20,0.88
000759,中百集团,6.11,5.77,5.70,147519600.0,0.34,5.89,6.33,5.62,89221,22.50,-4.24,12.31,40.06,40.48,5.59,6.35,5.19,2.10
000760,斯太退,0.26,0.26,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-1.26,0.00,1.70,2.01,-7.45,-1,-1,0.00
000761,本钢板材,2.51,2.51,2.52,21782700.0,0.00,0.00,2.57,2.50,5517,0.59,-2.43,2.79,93.08,103.12,1.74,2.76,2.26,1.26
000762,西藏矿业,29.57,30.31,30.60,18546200.0,-0.74,-2.44,30.78,29.50,55686,3.56,6954.88,4.22,154.00,154.01,5.23,33.34,27.28,0.98
000763,锦州石化,4.22,4.22,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-4.82,0.00,6.33,33.23,4.19,-1,-1,0.00
