stock_code,stock_name,price,last_close,open,volume,change_amt,change_pct,high,low,amount_wan,turnover_pct,pe_ttm,amplitude_pct,mcap_yi,float_mcap_yi,pb,limit_up,limit_down,vol_ratio
600253,天方药业,6.26,6.26,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,58.21,0.00,26.25,26.29,2.95,-1,-1,0.00
600255,鑫科材料,3.54,3.74,3.74,96634200.0,-0.20,-5.35,3.82,3.51,35274,5.35,166.42,8.29,63.94,63.94,4.33,4.11,3.37,1.00
600256,广汇能源,6.31,6.37,6.32,132162600.0,-0.06,-0.94,6.38,6.26,83463,2.07,45.40,1.88,403.34,403.34,1.65,7.01,5.73,0.83
600257,大湖股份,5.51,5.43,5.45,21823700.0,0.08,1.47,5.70,5.38,12072,4.53,476.25,5.89,26.52,26.52,3.32,5.97,4.89,1.81
600258,首旅酒店,13.20,12.85,12.87,25833300.0,0.35,2.72,13.32,12.80,33805,2.31,17.60,4.05,147.39,147.39,1.20,14.14,11.57,1.74
600259,中稀有色,83.39,89.70,88.90,12341400.0,-6.31,-7.03,89.00,83.05,105223,3.67,111.69,6.63,280.55,280.55,7.77,98.67,80.73,1.04
600260,*ST凯乐,0.47,0.47,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-0.19,0.00,4.68,4.68,-0.22,-1,-1,0.00
600261,阳光照明,3.28,3.31,3.32,12119900.0,-0.03,-0.91,3.34,3.27,4008,0.91,32.19,2.11,43.79,43.79,1.24,3.64,2.98,0.70
600262,北方股份,22.16,22.98,22.90,4207400.0,-0.82,-3.57,23.06,22.10,9438,2.47,16.58,4.18,37.67,37.67,2.01,25.28,20.68,0.92
600263,路桥建设,16.43,16.43,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,33.44,0.00,67.06,67.06,3.12,-1,-1,0.00
600265,*ST景谷,24.45,23.29,24.45,1244700.0,1.16,4.98,24.45,24.45,3043,0.96,-13.78,0.00,31.74,31.74,14.99,24.45,22.13,2.39
600266,城建发展,4.80,4.76,4.88,71188700.0,0.04,0.84,5.10,4.78,35132,3.43,-34.08,6.72,99.64,99.64,0.55,5.24,4.28,1.88
600267,海正药业,10.25,10.14,10.20,13664800.0,0.11,1.08,10.33,10.11,13942,1.14,17.50,2.17,122.87,122.87,1.37,11.15,9.13,1.04
600268,国电南自,13.67,13.71,13.71,24016600.0,-0.04,-0.29,13.98,13.35,32893,2.38,28.21,4.60,138.18,138.87,3.67,15.08,12.34,1.22
600269,赣粤高速,4.35,4.22,4.22,21118500.0,0.13,3.08,4.35,4.22,9109,0.90,9.02,3.08,101.59,101.59,0.51,4.64,3.80,2.19
600270,外运发展,20.99,20.99,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,14.81,0.00,190.06,190.06,2.25,-1,-1,0.00
600271,航天信息,7.38,7.62,7.62,18273600.0,-0.24,-3.15,7.68,7.35,13660,0.99,-19.73,4.33,136.74,136.74,1.05,8.38,6.86,1.19
600272,开开实业,11.35,11.26,11.28,2421600.0,0.09,0.80,11.44,11.20,2751,1.51,129.57,2.13,18.16,29.81,3.75,12.39,10.13,1.04
600273,嘉化能源,7.30,7.29,7.30,15078200.0,0.01,0.14,7.39,7.27,11046,1.15,11.74,1.65,95.73,95.73,0.97,8.02,6.56,0.97
600275,退市昌鱼,0.41,0.41,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-6.69,0.00,2.09,2.09,52.03,-1,-1,0.00
600276,恒瑞医药,50.19,48.00,48.02,130040500.0,2.19,4.56,50.52,47.62,642801,2.04,41.03,6.04,3201.62,3331.21,5.34,52.80,43.20,1.56
600277,ST亿利,0.38,0.38,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-1.05,0.00,13.53,13.53,0.08,-1,-1,0.00
600278,东方创业,6.59,6.57,6.55,5060600.0,0.02,0.30,6.66,6.51,3341,0.59,31.07,2.28,56.71,56.71,0.76,7.23,5.91,1.05
600279,重庆港,4.69,4.66,4.66,4968100.0,0.03,0.64,4.72,4.64,2329,0.42,95.25,1.72,55.66,55.66,0.83,5.13,4.19,0.70
600280,中央商场,3.20,2.91,2.89,49449600.0,0.29,9.97,3.20,2.89,15509,4.38,-8.99,10.65,36.11,36.11,13.58,3.20,2.62,1.94
600281,华阳新材,4.89,5.09,5.07,8268300.0,-0.20,-3.93,5.13,4.86,4098,1.61,-23.97,5.30,25.15,25.15,44.71,5.60,4.58,0.96
600282,南钢股份,4.92,4.78,4.79,42965400.0,0.14,2.93,4.95,4.77,21029,0.70,10.51,3.77,303.32,303.32,1.11,5.26,4.30,1.10
600283,钱江水利,9.01,8.61,8.65,14298200.0,0.40,4.65,9.33,8.61,12974,2.63,25.26,8.36,49.03,50.53,1.59,9.47,7.75,2.78
600284,浦东建设,5.99,5.99,5.99,22311600.0,0.00,0.00,6.16,5.95,13480,2.30,20.62,3.51,58.12,58.12,0.74,6.59,5.39,0.79
600285,羚锐制药,21.38,21.25,21.25,7740900.0,0.13,0.61,21.60,21.10,16552,1.37,15.37,2.35,120.98,121.25,3.32,23.38,19.13,1.49
600286,S*ST国瓷,0.67,0.67,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-0.86,0.00,0.50,0.76,-0.07,-1,-1,0.00
600287,苏豪时尚,5.11,5.15,5.19,5183900.0,-0.04,-0.78,5.25,5.09,2674,1.19,97.73,3.11,22.32,22.32,0.98,5.67,4.64,1.00
600288,大恒科技,13.27,13.54,13.40,8925100.0,-0.27,-1.99,13.60,13.10,11852,2.04,35.44,3.69,57.96,57.96,2.91,14.89,12.19,1.01
600289,ST信通,6.09,6.09,6.19,2422500.0,0.00,0.00,6.19,6.04,1473,0.43,-7.86,2.46,34.46,38.43,4.27,6.39,5.79,0.61
600290,*ST华仪,0.37,0.37,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-0.57,0.00,2.81,2.81,-1.32,-1,-1,0.00
600291,退市西水,0.89,0.89,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,11.64,0.00,9.73,9.73,0.50,-1,-1,0.00
600292,XD电投水,14.51,14.64,14.71,16980000.0,-0.13,-0.89,14.83,14.44,24829,3.87,81.63,2.66,63.74,635.57,3.70,16.10,13.18,0.95
600293,三峡新材,3.20,3.43,3.42,86745900.0,-0.23,-6.71,3.49,3.18,28681,7.48,-56.45,9.04,37.12,37.12,2.18,3.77,3.09,1.33
600295,鄂尔多斯,13.52,13.46,13.50,7170200.0,0.06,0.45,13.69,13.28,9693,0.36,14.79,3.05,267.10,378.39,1.68,14.81,12.11,0.86
600296,S兰铝,14.61,14.61,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,28.47,0.00,44.10,79.23,2.50,-1,-1,0.00
600297,广汇汽车,0.78,0.78,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-7.33,0.00,64.71,64.71,0.17,-1,-1,0.00
600298,安琪酵母,36.60,35.73,35.70,11068300.0,0.87,2.43,37.26,35.61,40608,1.29,19.85,4.62,313.72,317.63,2.55,39.30,32.16,1.75
600299,安迪苏,11.00,10.88,10.98,16075000.0,0.12,1.10,11.25,10.75,17652,0.60,34.04,4.60,295.01,338.78,1.73,11.97,9.79,0.96
600300,维维股份,3.28,3.24,3.25,23983300.0,0.04,1.23,3.31,3.23,7884,1.48,15.25,2.47,53.04,53.04,1.50,3.56,2.92,0.96
600301,华锡有色,55.00,55.87,57.00,16064000.0,-0.87,-1.56,58.19,54.04,90383,5.83,41.96,7.43,151.43,347.91,6.98,61.46,50.28,0.93
600302,ST标准,10.76,10.58,10.59,10532100.0,0.18,1.70,11.11,10.56,11426,3.04,-23.29,5.20,37.23,37.23,7.68,11.11,10.05,1.06
600303,曙光股份,3.23,3.37,3.39,59515900.0,-0.14,-4.15,3.53,3.20,19823,8.81,-6.39,9.79,21.82,22.08,2.34,3.71,3.03,0.60
600305,恒顺醋业,7.26,7.25,7.22,7199000.0,0.01,0.14,7.29,7.18,5208,0.65,52.24,1.52,80.08,80.33,2.34,7.98,6.53,1.12
600306,退市商城,0.29,0.29,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-0.40,0.00,1.09,1.24,1.41,-1,-1,0.00
600307,酒钢宏兴,1.60,1.61,1.62,68353700.0,-0.01,-0.62,1.64,1.59,11098,1.09,-5.77,3.11,100.21,100.21,1.88,1.77,1.45,1.24
600308,华泰股份,3.50,3.50,3.51,7309300.0,0.00,0.00,3.54,3.50,2571,0.48,-51.58,1.14,53.09,53.09,0.59,3.85,3.15,0.86
600309,万华化学,73.45,73.85,73.85,26179800.0,-0.40,-0.54,74.91,73.11,193786,0.84,17.47,2.44,2299.33,2299.33,2.14,81.24,66.47,0.98
600310,广西能源,5.98,5.80,5.74,237846100.0,0.18,3.10,6.25,5.72,143007,16.23,-237.97,9.14,87.65,87.65,3.23,6.38,5.22,1.15
600311,*ST荣华,0.61,0.61,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-1.06,0.00,4.06,4.06,-2.23,-1,-1,0.00
600312,平高电气,21.23,21.22,21.22,24649800.0,0.01,0.05,21.50,20.74,52110,1.82,24.49,3.58,288.07,288.07,2.47,23.34,19.10,0.93
600313,农发种业,6.06,6.01,6.00,29669000.0,0.05,0.83,6.17,5.96,18103,2.74,138.17,3.49,65.58,70.38,2.91,6.61,5.41,1.27
600315,上海家化,18.69,17.71,17.66,10733200.0,0.98,5.53,18.85,17.51,19720,1.60,46.09,7.57,125.64,125.64,1.78,19.48,15.94,2.20
600316,洪都航空,29.38,29.73,29.75,9835700.0,-0.35,-1.18,29.98,29.20,29057,1.37,389.59,2.62,210.69,210.69,3.91,32.70,26.76,0.77
600317,营口港,2.60,2.60,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,15.36,0.00,168.30,168.30,1.30,-1,-1,0.00
600318,新力金融,6.74,6.81,6.80,10424800.0,-0.07,-1.03,6.90,6.72,7116,2.03,89.69,2.64,34.56,34.56,3.11,7.49,6.13,0.90
600319,亚星化学,7.18,7.41,7.50,3699600.0,-0.23,-3.10,7.50,7.15,2688,0.95,-17.05,4.72,27.84,27.84,8.25,8.15,6.67,0.97
600320,振华重工,4.80,4.84,4.85,42632800.0,-0.04,-0.83,4.91,4.79,20630,1.29,29.59,2.48,158.89,252.31,1.58,5.32,4.36,1.05
600321,正源股份,0.50,0.50,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-1.88,0.00,7.55,7.55,0.53,-1,-1,0.00
600322,津投城开,2.52,2.58,2.58,45355700.0,-0.06,-2.33,2.62,2.49,11573,4.10,-2.37,5.04,27.86,27.86,36.63,2.84,2.32,1.34
600323,瀚蓝环境,30.65,29.70,29.71,7149000.0,0.95,3.20,30.82,29.45,21739,0.88,11.72,4.61,249.90,249.90,1.64,32.67,26.73,1.15
600325,华发股份,2.93,2.81,2.85,115329300.0,0.12,4.27,3.07,2.82,34124,4.19,-0.76,8.90,80.64,80.64,0.94,3.09,2.53,2.18
600326,西藏天路,7.94,8.04,8.09,23472200.0,-0.10,-1.24,8.23,7.90,18944,1.72,359.88,4.10,108.18,108.18,2.76,8.84,7.24,1.23
600327,大东方,3.62,3.58,3.58,17176900.0,0.04,1.12,3.72,3.56,6295,1.94,-12.02,4.47,32.03,32.03,1.13,3.94,3.22,1.72
600328,中盐化工,6.77,6.84,6.85,23146300.0,-0.07,-1.02,6.87,6.73,15764,1.58,-101.63,2.05,99.27,99.27,0.84,7.52,6.16,0.95
600329,达仁堂,40.72,38.86,38.97,5960500.0,1.86,4.79,40.83,38.65,23792,1.05,14.38,5.61,230.92,313.58,4.17,42.75,34.97,1.44
600330,天通股份,32.73,34.33,34.00,208707100.0,-1.60,-4.66,34.82,32.12,701850,16.92,-158.33,7.86,403.70,403.70,5.20,37.76,30.90,1.10
600331,宏达股份,14.36,14.99,15.30,46884800.0,-0.63,-4.20,15.39,14.23,68533,2.31,-526.23,7.74,291.80,379.33,12.18,16.49,13.49,0.91
600332,白云山,21.52,21.35,21.28,18512200.0,0.17,0.80,22.05,21.28,40137,1.32,11.88,3.61,302.55,349.87,0.88,23.49,19.22,2.96
600333,长春燃气,5.63,5.69,5.67,11828800.0,-0.06,-1.05,5.74,5.58,6689,1.94,296.05,2.81,34.29,34.29,1.77,6.26,5.12,0.88
600335,国机汽车,5.50,5.41,5.46,11015300.0,0.09,1.66,5.57,5.43,6077,0.74,19.78,2.59,81.81,81.81,0.70,5.95,4.87,1.03
600336,澳柯玛,7.85,7.92,7.94,13977500.0,-0.07,-0.88,8.15,7.80,11127,1.75,-28.82,4.42,62.64,62.64,2.77,8.71,7.13,0.65
600337,ST美克,3.13,3.16,3.19,31382300.0,-0.03,-0.95,3.30,3.11,10052,2.18,-1.86,6.01,44.98,44.98,11.46,3.32,3.00,0.91
600338,西藏珠峰,18.15,18.62,18.79,45261300.0,-0.47,-2.52,18.98,18.00,83517,4.95,29.32,5.26,165.93,165.93,3.67,20.48,16.76,0.90
600339,中油工程,3.54,3.56,3.51,65322300.0,-0.02,-0.56,3.57,3.47,23058,1.17,53.04,2.81,197.64,197.64,0.73,3.92,3.20,0.72
600340,*ST华幸,1.28,1.28,1.33,161333000.0,0.00,0.00,1.34,1.26,21090,4.14,-0.23,6.25,49.83,49.83,-0.26,1.34,1.22,1.51
600343,航天动力,26.15,28.15,27.92,35406100.0,-2.00,-7.10,27.92,25.96,94203,5.55,-88.47,6.96,166.89,166.89,13.10,30.97,25.34,1.09
600345,长江通信,49.25,49.46,49.01,14549100.0,-0.21,-0.42,51.10,47.26,71732,6.88,64.70,7.76,104.19,162.33,4.26,54.41,44.51,1.54
600346,恒力石化,17.19,17.24,17.24,54047900.0,-0.05,-0.29,17.79,17.12,93966,0.77,13.54,3.89,1210.02,1210.02,1.71,18.96,15.52,1.20
600348,华阳股份,9.29,9.16,9.13,44161100.0,0.13,1.42,9.43,9.13,41117,1.22,21.08,3.28,335.14,335.14,1.20,10.08,8.24,1.22
600349,富通昭和,4.88,4.88,0.00,0.0,0.00,0.00,0.00,0.00,0,0,19.99,0.00,0,5.81,2.89,-1,-1,0.00
600350,山东高速,12.25,11.99,11.83,9939400.0,0.26,2.17,12.29,11.83,12025,0.21,18.31,3.84,592.23,592.23,1.93,13.19,10.79,0.99
600351,亚宝药业,6.36,6.29,6.25,11004000.0,0.07,1.11,6.40,6.25,6981,1.59,13.78,2.38,44.01,44.01,1.54,6.92,5.66,1.04
600352,浙江龙盛,11.22,11.27,11.30,36817900.0,-0.05,-0.44,11.38,11.17,41450,1.13,18.53,1.86,365.02,365.02,1.10,12.40,10.14,0.96
600353,XD旭光电,22.22,23.81,23.77,65873200.0,-1.59,-6.68,24.38,22.00,151573,7.95,111.75,10.00,184.16,184.16,9.85,26.19,21.43,0.94
600354,敦煌种业,5.49,5.47,5.47,14762700.0,0.02,0.37,5.58,5.44,8143,2.80,94.63,2.56,28.98,28.98,3.87,6.02,4.92,1.14
600355,*ST精伦,0.58,0.58,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-7.16,0.00,2.85,2.85,2.71,-1,-1,0.00
600356,恒丰纸业,8.92,9.03,9.09,5994000.0,-0.11,-1.22,9.13,8.88,5385,2.01,12.97,2.77,26.65,29.39,0.95,9.93,8.13,0.77
600357,承德钒钛,7.40,7.40,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-32.32,0.00,43.21,72.57,2.09,-1,-1,0.00
600358,国旅联合,5.98,5.89,5.92,10600300.0,0.09,1.53,6.04,5.83,6300,2.10,-85.53,3.57,30.20,30.20,62.36,6.48,5.30,0.80
600359,新农开发,6.35,6.37,6.32,7569000.0,-0.02,-0.31,6.45,6.30,4829,1.98,-160.78,2.35,24.23,24.23,3.59,7.01,5.73,1.24
600360,华微电子,12.00,12.28,12.65,161292500.0,-0.28,-2.28,13.05,11.98,200539,16.80,65.53,8.71,115.24,115.24,3.28,13.51,11.05,1.46
600361,创新新材,4.43,4.60,4.60,68743800.0,-0.17,-3.70,4.66,4.41,31015,1.84,19.57,5.43,165.36,165.36,1.45,5.06,4.14,0.94
600362,江西铜业,43.50,43.47,44.25,48131200.0,0.03,0.07,45.20,43.20,211982,2.32,18.84,4.60,902.73,1506.29,1.79,47.82,39.12,1.03
600363,联创光电,35.60,38.52,38.52,20419600.0,-2.92,-7.58,39.33,35.39,74766,4.53,35.93,10.23,160.52,160.52,3.54,42.37,34.67,1.52
600365,ST通葡,2.74,2.79,2.78,6384300.0,-0.05,-1.79,2.79,2.69,1755,1.49,-13.25,3.58,11.71,12.44,5.65,2.93,2.65,0.99
600366,宁波韵升,12.29,13.18,13.20,40717300.0,-0.89,-6.75,13.20,12.23,51194,3.70,32.93,7.36,135.07,135.07,2.13,14.50,11.86,1.63
600367,红星发展,32.10,33.22,34.22,63305200.0,-1.12,-3.37,34.88,31.90,208306,19.66,118.81,8.97,103.35,109.50,4.40,36.54,29.90,1.23
600368,五洲交通,3.92,3.88,3.88,16749300.0,0.04,1.03,3.94,3.85,6541,1.04,11.31,2.32,63.10,63.10,0.85,4.27,3.49,1.33
600369,西南证券,3.98,3.98,3.98,50635600.0,0.00,0.00,4.05,3.97,20284,0.76,23.46,2.01,264.48,264.48,0.99,4.38,3.58,1.13
600370,*ST三房,1.42,1.35,1.39,126295200.0,0.07,5.19,1.42,1.37,17838,3.14,-7.77,3.70,57.12,57.12,1.16,1.42,1.28,1.10
600371,万向德农,7.48,7.49,7.52,4241600.0,-0.01,-0.13,7.63,7.40,3188,1.45,-136.01,3.07,21.88,21.88,4.31,8.24,6.74,0.97
600372,中航机载,11.14,11.41,11.42,36858600.0,-0.27,-2.37,11.46,11.10,41460,0.76,47.02,3.16,539.05,539.05,1.42,12.55,10.27,1.10
600373,中文传媒,7.62,7.46,7.47,10361800.0,0.16,2.14,7.68,7.44,7872,0.77,48.19,3.22,102.67,102.67,0.57,8.21,6.71,1.38
600375,汉马科技,4.26,4.30,4.27,16714300.0,-0.04,-0.93,4.32,4.23,7149,1.14,108.46,2.09,62.31,68.29,2.01,4.73,3.87,0.73
600376,首开股份,4.43,4.26,4.26,199712200.0,0.17,3.99,4.50,4.25,87385,7.74,-1.81,5.87,114.27,114.27,4.85,4.69,3.83,0.76
600377,宁沪高速,12.89,12.53,12.59,13048900.0,0.36,2.87,12.93,12.51,16726,0.34,13.67,3.35,490.10,649.37,1.50,13.78,11.28,1.74
600378,昊华科技,38.70,40.38,40.99,40725900.0,-1.68,-4.16,42.23,38.44,164650,3.80,31.84,9.39,415.08,499.23,2.69,44.42,36.34,1.12
600379,宝光股份,13.16,14.08,13.96,24364700.0,-0.92,-6.53,13.96,13.09,33011,7.38,104.02,6.18,43.45,43.45,5.52,15.49,12.67,0.74
600380,健康元,10.20,9.90,9.97,17860700.0,0.30,3.03,10.29,9.89,18109,0.98,14.19,4.04,186.60,186.60,1.20,10.89,8.91,1.65
600381,*ST春天,5.70,5.43,5.27,14368400.0,0.27,4.97,5.70,5.27,7974,2.45,-53.53,7.92,33.46,33.46,3.42,5.70,5.16,1.33
600382,广东明珠,8.15,8.03,8.03,35880500.0,0.12,1.49,8.77,7.95,30009,5.17,29.95,10.21,56.59,56.59,1.89,8.83,7.23,0.85
600383,金地集团,2.75,2.64,2.65,170624900.0,0.11,4.17,2.89,2.65,47844,3.78,-0.93,9.09,124.15,124.15,0.28,2.90,2.38,3.13
600385,退市金泰,1.20,1.20,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,36.93,0.00,1.78,1.78,8.40,-1,-1,0.00
600386,北巴传媒,3.66,3.74,3.74,9084800.0,-0.08,-2.14,3.76,3.63,3353,1.13,-252.76,3.48,29.51,29.51,1.76,4.11,3.37,0.72
600387,退市海越,0.94,0.94,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-0.94,0.00,3.80,4.40,0.17,-1,-1,0.00
600388,龙净环保,18.62,18.82,18.82,15042600.0,-0.20,-1.06,19.25,18.54,28257,1.18,20.19,3.77,236.48,236.48,2.20,20.70,16.94,0.94
600389,江山股份,24.55,24.75,24.68,5698300.0,-0.20,-0.81,25.15,24.40,14126,1.32,18.89,3.03,105.72,105.72,2.53,27.23,22.28,0.88
600390,五矿资本,4.76,4.75,4.75,38967800.0,0.01,0.21,4.86,4.74,18713,0.87,40.56,2.53,214.11,214.11,0.50,5.23,4.28,1.33
600391,航发科技,35.63,37.94,37.94,11699800.0,-2.31,-6.09,38.19,35.63,42940,3.54,255.93,6.75,117.63,117.63,6.63,41.73,34.15,0.84
600392,盛和资源,21.89,23.23,23.00,63768800.0,-1.34,-5.77,23.22,21.79,141846,3.64,38.45,6.16,383.69,383.69,2.98,25.55,20.91,1.28
600393,ST粤泰,0.37,0.37,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-0.87,0.00,4.95,9.38,0.33,-1,-1,0.00
600395,盘江股份,5.61,5.50,5.50,60476800.0,0.11,2.00,5.71,5.48,34051,2.82,25.12,4.18,120.43,120.43,1.12,6.05,4.95,1.13
600396,华电辽能,20.03,19.26,19.18,299566600.0,0.77,4.00,20.80,19.18,601734,20.34,727.45,8.41,294.98,294.98,19.22,21.19,17.33,1.10
600397,江钨装备,13.94,13.72,13.83,51279300.0,0.22,1.60,14.49,13.35,71746,5.18,-80.01,8.31,138.00,138.00,71.48,15.09,12.35,1.20
600398,海澜之家,5.70,5.62,5.63,28187600.0,0.08,1.42,5.78,5.61,16043,0.59,12.56,3.02,273.76,273.76,1.58,6.18,5.06,1.13
600399,抚顺特钢,4.80,4.96,4.96,45522100.0,-0.16,-3.23,4.99,4.80,22204,2.31,-11.46,3.83,94.66,94.66,1.76,5.46,4.46,1.27
600400,红豆股份,2.91,3.11,3.10,93881500.0,-0.20,-6.43,3.10,2.80,27792,4.10,-16.76,9.65,66.68,66.68,4.81,3.42,2.80,0.98
600401,退市海润,0.15,0.15,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-0.19,0.00,7.09,7.09,-0.25,-1,-1,0.00
600403,大有能源,5.05,5.02,5.04,20036600.0,0.03,0.60,5.16,5.00,10192,0.84,-5.82,3.19,120.74,120.74,3.61,5.52,4.52,1.02
600405,动力源,4.41,4.61,4.65,11624300.0,-0.20,-4.34,4.66,4.40,5218,1.90,-8.90,5.64,27.03,27.03,86.21,5.07,4.15,0.88
600406,国电南瑞,24.90,25.10,25.11,78816100.0,-0.20,-0.80,25.26,24.70,196888,0.98,24.04,2.23,1994.04,1999.91,3.74,27.61,22.59,0.91
600408,安泰集团,3.00,2.98,3.01,74673300.0,0.02,0.67,3.21,2.96,22994,7.42,-10.34,8.39,30.20,30.20,2.61,3.28,2.68,1.79
600409,三友化工,6.22,6.39,6.39,25004500.0,-0.17,-2.66,6.40,6.19,15718,1.21,754.23,3.29,128.40,128.40,0.93,7.03,5.75,0.60
600410,华胜天成,18.96,19.85,20.25,77115100.0,-0.89,-4.48,20.52,18.75,150940,7.03,-97.72,8.92,207.90,207.90,4.82,21.84,17.87,1.03
600415,小商品城,12.81,12.67,12.61,83479700.0,0.14,1.10,13.09,12.57,107713,1.52,16.00,4.10,702.44,702.44,2.94,13.94,11.40,0.90
600416,湘电股份,11.53,12.43,12.49,54059500.0,-0.90,-7.24,12.56,11.51,64096,3.66,76.26,8.45,170.16,170.16,1.75,13.67,11.19,0.97
600418,江淮汽车,37.02,38.00,38.00,82038500.0,-0.98,-2.58,38.70,35.85,304703,3.76,-40.01,7.50,808.52,834.50,6.63,41.80,34.20,1.20
600419,天润乳业,8.57,8.59,8.59,6486800.0,-0.02,-0.23,8.75,8.51,5612,2.06,18.71,2.79,27.04,27.04,1.10,9.45,7.73,1.50
600420,国药现代,9.28,9.05,9.08,8172500.0,0.23,2.54,9.29,9.03,7515,0.61,17.32,2.87,124.46,124.46,0.89,9.96,8.15,1.73
600421,*ST华嵘,4.08,4.08,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,117.77,0.00,7.98,7.98,57.36,4.28,3.88,0.00
600422,昆药集团,8.93,8.56,8.54,17792900.0,0.37,4.32,8.98,8.48,15678,2.35,57.44,5.84,67.60,67.60,1.29,9.42,7.70,2.04
600423,*ST柳化,2.75,2.77,2.77,8261800.0,-0.02,-0.72,2.86,2.74,2313,1.03,-90.85,4.33,21.96,21.96,4.14,2.91,2.63,1.19
600425,青松建化,3.71,3.70,3.73,16557700.0,0.01,0.27,3.80,3.70,6223,1.03,19.51,2.70,59.53,59.53,0.92,4.07,3.33,1.22
600426,华鲁恒升,29.43,29.64,29.53,24946200.0,-0.21,-0.71,30.05,29.43,74073,1.18,16.71,2.09,622.46,622.54,1.83,32.60,26.68,0.78
600428,中远海特,7.80,7.54,7.52,49608300.0,0.26,3.45,7.83,7.51,38331,2.31,11.63,4.24,167.44,214.03,1.25,8.29,6.79,1.64
600429,三元股份,4.90,4.84,4.84,13570500.0,0.06,1.24,4.95,4.79,6632,0.91,-34.55,3.31,73.38,73.60,1.52,5.32,4.36,0.89
600432,退市吉恩,1.38,1.38,0.00,0.0,0.00,0.00,0.00,0.00,0,0.00,-1.02,0.00,22.13,22.13,-2.49,-1,-1,0.00
600433,冠豪高新,4.11,4.25,4.24,70315400.0,-0.14,-3.29,4.30,4.05,29264,4.02,-57.90,5.88,71.94,71.94,1.63,4.68,3.83,0.85
600435,北方导航,11.88,12.27,12.31,24421500.0,-0.39,-3.18,12.32,11.85,29432,1.61,147.70,3.83,179.67,179.67,6.27,13.50,11.04,1.30
600436,片仔癀,128.41,121.03,120.87,9505900.0,7.38,6.10,129.71,120.60,120141,1.58,40.72,7.53,774.72,774.72,5.09,133.13,108.93,2.54
600438,通威股份,14.77,15.13,15.14,51798800.0,-0.36,-2.38,15.23,14.76,77181,1.15,-7.07,3.11,664.94,664.94,1.90,16.64,13.62,0.99
600439,瑞贝卡,2.35,2.35,2.35,15682700.0,0.00,0.00,2.42,2.34,3734,1.39,-31.51,3.40,26.60,26.60,1.06,2.59,2.12,1.01
600444,国机通用,15.11,15.38,15.39,2858800.0,-0.27,-1.76,15.50,14.98,4361,1.95,39.66,3.38,22.12,22.12,2.90,16.92,13.84,0.99
600446,金证股份,13.08,13.62,13.62,21569500.0,-0.54,-3.96,13.73,13.05,28622,2.29,-100.82,4.99,123.12,123.12,3.48,14.98,12.26,0.88
600448,华纺股份,2.99,3.08,3.08,22864900.0,-0.09,-2.92,3.15,2.98,7008,3.63,-6.51,5.52,18.83,18.83,2.07,3.39,2.77,0.89
600449,宁夏建材,14.44,14.87,15.01,13256500.0,-0.43,-2.89,15.36,14.32,19646,2.77,37.12,6.99,69.05,69.05,0.94,16.36,13.38,1.25
600452,涪陵电力,13.79,13.30,13.17,109915700.0,0.49,3.68,13.91,13.00,149033,7.15,49.08,6.84,211.89,211.89,3.69,14.63,11.97,1.38
600455,博通股份,26.49,27.21,27.33,1925500.0,-0.72,-2.65,27.50,26.20,5161,3.08,36.29,4.78,16.55,16.55,4.84,29.93,24.49,1.01
600456,宝钛股份,31.91,33.39,33.39,10725600.0,-1.48,-4.43,33.48,31.73,34572,2.24,40.26,5.24,152.46,152.46,2.11,36.73,30.05,1.16
600458,时代新材,12.66,12.65,12.68,30730100.0,0.01,0.08,13.26,12.60,39568,3.54,22.65,5.22,109.96,117.83,1.46,13.92,11.39,1.29
600459,贵研铂业,21.49,22.50,23.07,59219800.0,-1.01,-4.49,23.60,21.44,132322,7.80,26.84,9.60,163.26,176.92,1.94,24.75,20.25,1.74
600460,士兰微,34.60,38.44,38.00,179287300.0,-3.84,-9.99,38.28,34.60,642838,10.77,125.49,9.57,575.77,575.77,4.72,42.28,34.60,1.30
600461,洪城环境,10.49,10.22,10.25,8966100.0,0.27,2.64,10.49,10.21,9341,0.70,11.44,2.74,134.71,134.71,1.32,11.24,9.20,1.22
